id,kanji,yomi,flag_1年生,flag_2年生,flag_3年生,flag_4年生,flag_5年生,flag_6年生,flag_BLEACH,flag_四字熟語,flag_難読,flag_地名,flag_ファントムシータ,note
2304,与那国,よなぐに,,,,,,,,,1,,,追加：難読漢字
2305,端折る,はしょる,,,,,,,,,1,,,追加：難読漢字
2306,捗る,はかどる,,,,,,,,,1,,,追加：難読漢字
2307,弄る,いじる,,,,,,,,,1,,,追加：難読漢字
2308,翻す,ひるがえす,,,,,,,,,1,,,追加：難読漢字
2309,啄む,ついばむ,,,,,,,,,1,,,追加：難読漢字
2310,拵える,こしらえる,,,,,,,,,1,,,追加：難読漢字
2311,拗ねる,すねる,,,,,,,,,1,,,追加：難読漢字
2312,蹲る,うずくまる,,,,,,,,,1,,,追加：難読漢字
2313,躓く,つまずく,,,,,,,,,1,,,追加：難読漢字
2314,躓き,つまずき,,,,,,,,,1,,,追加：難読漢字
2315,穿つ,うがつ,,,,,,,,,1,,,追加：難読漢字
2316,象る,かたどる,,,,,,,,,1,,,追加：難読漢字
2317,擽る,くすぐる,,,,,,,,,1,,,追加：難読漢字
2318,謗る,そしる,,,,,,,,,1,,,追加：難読漢字
2319,毟る,むしる,,,,,,,,,1,,,追加：難読漢字
2320,滾る,たぎる,,,,,,,,,1,,,追加：難読漢字
2321,漲る,みなぎる,,,,,,,,,1,,,追加：難読漢字
2322,煌めく,きらめく,,,,,,,,,1,,,追加：難読漢字
2323,瞬く,またたく,,,,,,,,,1,,,追加：難読漢字
2324,閃く,ひらめく,,,,,,,,,1,,,追加：難読漢字
2325,跪く,ひざまずく,,,,,,,,,1,,,追加：難読漢字
2326,傅く,かしずく,,,,,,,,,1,,,追加：難読漢字
2327,跋扈,ばっこ,,,,,,,,,1,,,追加：難読漢字
2328,慇懃,いんぎん,,,,,,,,,1,,,追加：難読漢字
2329,慇懃無礼,いんぎんぶれい,,,,,,,,,1,,,追加：難読漢字
2330,忖度,そんたく,,,,,,,,,1,,,追加：難読漢字
2331,贔屓,ひいき,,,,,,,,,1,,,追加：難読漢字
2332,憔悴,しょうすい,,,,,,,,,1,,,追加：難読漢字
2333,憤懣,ふんまん,,,,,,,,,1,,,追加：難読漢字
2334,燦然,さんぜん,,,,,,,,,1,,,追加：難読漢字
2335,鬱陶しい,うっとうしい,,,,,,,,,1,,,追加：難読漢字
2336,鬱蒼,うっそう,,,,,,,,,1,,,追加：難読漢字
2337,憚る,はばかる,,,,,,,,,1,,,追加：難読漢字
2338,畏まる,かしこまる,,,,,,,,,1,,,追加：難読漢字
2339,恍惚,こうこつ,,,,,,,,,1,,,追加：難読漢字
2340,朦朧,もうろう,,,,,,,,,1,,,追加：難読漢字
2341,洒落,しゃれ,,,,,,,,,1,,,追加：難読漢字
2342,洒脱,しゃだつ,,,,,,,,,1,,,追加：難読漢字
2343,洒落臭い,しゃらくさい,,,,,,,,,1,,,追加：難読漢字
2344,些細,ささい,,,,,,,,,1,,,追加：難読漢字
2345,拙速,せっそく,,,,,,,,,1,,,追加：難読漢字
2346,脆弱,ぜいじゃく,,,,,,,,,1,,,追加：難読漢字
2347,堅牢,けんろう,,,,,,,,,1,,,追加：難読漢字
2348,廉価,れんか,,,,,,,,,1,,,追加：難読漢字
2349,斡旋,あっせん,,,,,,,,,1,,,追加：難読漢字
2350,彷徨う,さまよう,,,,,,,,,1,,,追加：難読漢字
2351,彷徨,ほうこう,,,,,,,,,1,,,追加：難読漢字
2352,彷彿,ほうふつ,,,,,,,,,1,,,追加：難読漢字
2353,逡巡,しゅんじゅん,,,,,,,,,1,,,追加：難読漢字
2354,邂逅,かいこう,,,,,,,,,1,,,追加：難読漢字
2355,邁進,まいしん,,,,,,,,,1,,,追加：難読漢字
2356,躊躇,ちゅうちょ,,,,,,,,,1,,,追加：難読漢字
2357,逍遥,しょうよう,,,,,,,,,1,,,追加：難読漢字
2358,絢爛,けんらん,,,,,,,,,1,,,追加：難読漢字
2359,豪奢,ごうしゃ,,,,,,,,,1,,,追加：難読漢字
2360,閑寂,かんじゃく,,,,,,,,,1,,,追加：難読漢字
2361,静謐,せいひつ,,,,,,,,,1,,,追加：難読漢字
2362,厳粛,げんしゅく,,,,,,,,,1,,,追加：難読漢字
2363,荘厳,そうごん,,,,,,,,,1,,,追加：難読漢字
2364,憂鬱,ゆううつ,,,,,,,,,1,,,追加：難読漢字
2365,啓蟄,けいちつ,,,,,,,,,1,,,追加：難読漢字
2366,霜降,そうこう,,,,,,,,,1,,,追加：難読漢字
2367,小雪,しょうせつ,,,,,,,,,1,,,追加：難読漢字
2368,大雪,たいせつ,,,,,,,,,1,,,追加：難読漢字
2369,雨水,うすい,,,,,,,,,1,,,追加：難読漢字
2370,穀雨,こくう,,,,,,,,,1,,,追加：難読漢字
2371,芒種,ぼうしゅ,,,,,,,,,1,,,追加：難読漢字
2372,白露,はくろ,,,,,,,,,1,,,追加：難読漢字
2373,寒露,かんろ,,,,,,,,,1,,,追加：難読漢字
2374,前世,そのせつ,,,,,,,,,,,1,ファントムシータ
2375,曼陀羅華,だちゅら,,,,,,,,,,,1,ファントムシータ
2376,人身蛇尾,じんしんだび,,,,,,,,,,,1,ファントムシータ
2377,幻視,びじょん,,,,,,,,,,,1,ファントムシータ
2378,縁起でもない娘,しにすたー,,,,,,,,,,,1,ファントムシータ
2379,蛇腹模様,じゃばらもよう,,,,,,,,,,,1,ファントムシータ
2380,乱痴気荼毘,らんちきたび,,,,,,,,,,,1,ファントムシータ
2381,斯の,この,,,,,,,,,,,1,ファントムシータ
2382,渺たる,びょうたる,,,,,,,,,,,1,ファントムシータ
2383,妾,わたし,,,,,,,,,,,1,ファントムシータ
2384,終生,しゅうせい,,,,,,,,,,,1,ファントムシータ
2385,水面,みなも,,,,,,,,,,,1,ファントムシータ
2386,夜光蝶,やこうちょう,,,,,,,,,,,1,ファントムシータ
2387,燦,あざやか,,,,,,,,,,,1,ファントムシータ
2388,貪った,むさぼった,,,,,,,,,,,1,ファントムシータ
2389,右掌,みぎて,,,,,,,,,,,1,ファントムシータ
2390,我儘,わがまま,,,,,,,,,,,1,ファントムシータ
2391,望蜀,ぼうしょく,,,,,,,,,,,1,ファントムシータ
2392,頂戴れ,くれ,,,,,,,,,,,1,ファントムシータ
2393,何処か,どこか,,,,,,,,,,,1,ファントムシータ
2394,貴方,きみ,,,,,,,,,,,1,ファントムシータ
2395,素性,そせい,,,,,,,,,,,1,ファントムシータ
2396,奔る,はしる,,,,,,,,,,,1,ファントムシータ
2397,乙女哉,おとめかな,,,,,,,,,,,1,ファントムシータ
2398,通俗人等,きっちゅ,,,,,,,,,,,1,ファントムシータ
2399,亡一味,なくしたしんぱ,,,,,,,,,,,1,ファントムシータ
2400,些末ない,つまらない,,,,,,,,,,,1,ファントムシータ
2401,斬,はなし,,,,,,,,,,,1,ファントムシータ
2402,破朽,はくち,,,,,,,,,,,1,ファントムシータ
2403,遑あらず,いとまあらず,,,,,,,,,,,1,ファントムシータ
2404,假初,かりそめ,,,,,,,,,,,1,ファントムシータ
2405,誰人をも,だれをも,,,,,,,,,,,1,ファントムシータ
2406,茶飯事,さはんじ,,,,,,,,,,,1,ファントムシータ
2407,死刑,しけい,,,,,,,,,,,1,ファントムシータ
2408,灼熱,しゃくねつ,,,,,,,,,,,1,ファントムシータ
2409,血潮,ちしお,,,,,,,,,,,1,ファントムシータ
2410,霞む,かすむ,,,,,,,,,,,1,ファントムシータ
2411,雛菊,ひなぎく,,,,,,,,,,,1,ファントムシータ
2412,募る,つのる,,,,,,,,,,,1,ファントムシータ
2413,型盗った,かたどった,,,,,,,,,,,1,ファントムシータ
2414,御手の物,おてのもの,,,,,,,,,,,1,ファントムシータ
2415,謳って,うたって,,,,,,,,,,,1,ファントムシータ
2416,彼方此方,あちらこちら,,,,,,,,,,,1,ファントムシータ
2417,熱視線,ねっしせん,,,,,,,,,,,1,ファントムシータ
2418,嘲笑う,あざわらう,,,,,,,,,,,1,ファントムシータ
2419,誘蛾灯,ゆうがとう,,,,,,,,,,,1,ファントムシータ
2420,嫉妬,しっと,,,,,,,,,,,1,ファントムシータ
2421,頂戴,ちょうだい,,,,,,,,,,,1,ファントムシータ
2422,翅,はね,,,,,,,,,,,1,ファントムシータ
2423,美貌,びぼう,,,,,,,,,,,1,ファントムシータ
2424,生謳歌,せいおうか,,,,,,,,,,,1,ファントムシータ
2425,遭難,そうなん,,,,,,,,,,,1,ファントムシータ
2426,腐Ero(s)悶,ふぇろもん,,,,,,,,,,,1,ファントムシータ
2427,囀り,さえずり,,,,,,,,,,,1,ファントムシータ
2428,這いずり,はいずり,,,,,,,,,,,1,ファントムシータ
2429,天啓,てんけい,,,,,,,,,,,1,ファントムシータ
2430,方舟,はこぶね,,,,,,,,,,,1,ファントムシータ
2431,鈩,たたら,,,,,,,,,,,1,ファントムシータ
2432,腐す,くさす,,,,,,,,,,,1,ファントムシータ
2433,不文律,ふぶんりつ,,,,,,,,,,,1,ファントムシータ
2434,黴,かび,,,,,,,,,,,1,ファントムシータ
2435,輪郭,りんかく,,,,,,,,,,,1,ファントムシータ
2436,赦して,ゆるして,,,,,,,,,,,1,ファントムシータ
2437,花筐,はながたみ,,,,,,,,,,,1,ファントムシータ
2438,粧して,めかして,,,,,,,,,,,1,ファントムシータ
2439,騙し合い,だましあい,,,,,,,,,,,1,ファントムシータ
2440,厭味,いやみ,,,,,,,,,,,1,ファントムシータ
2441,僻み,ひがみ,,,,,,,,,,,1,ファントムシータ
2442,媚び売り,こびうり,,,,,,,,,,,1,ファントムシータ
2443,連中,やつ,,,,,,,,,,,1,ファントムシータ
2444,猛て,たけて,,,,,,,,,,,1,ファントムシータ
2445,魔物,あく,,,,,,,,,,,1,ファントムシータ
2446,鼓動,びーと,,,,,,,,,,,1,ファントムシータ
2447,花道,じんせい,,,,,,,,,,,1,ファントムシータ
2448,艶,あで,,,,,,,,,,,1,ファントムシータ
2449,人生,だーと,,,,,,,,,,,1,ファントムシータ
2450,嗤える,わらえる,,,,,,,,,,,1,ファントムシータ
2451,擬態,ぎたい,,,,,,,,,,,1,ファントムシータ
2452,混沌,こんとん,,,,,,,,,,,1,ファントムシータ
2453,今際,いまわ,,,,,,,,,,,1,ファントムシータ
2454,魔性,ましょう,,,,,,,,,,,1,ファントムシータ
2455,虜,とりこ,,,,,,,,,,,1,ファントムシータ
2456,契り,ちぎり,,,,,,,,,,,1,ファントムシータ
2457,縋って,すがって,,,,,,,,,,,1,ファントムシータ
2458,生殺与奪,せいさつよだつ,,,,,,,,,,,1,ファントムシータ
2459,笑顔,かお,,,,,,,,,,,1,ファントムシータ
2460,緋色,いろ,,,,,,,,,,,1,ファントムシータ
2461,思念,わたし,,,,,,,,,,,1,ファントムシータ
2462,影法師,かげぼうし,,,,,,,,,,,1,ファントムシータ
2463,泣き顔,かお,,,,,,,,,,,1,ファントムシータ
2464,残火の太刀,ざんかのたち,,,,,,,1,,,,,BLEACH追加：卍解
2465,雀蜂雷公鞭,じゃくほうらいこうべん,,,,,,,1,,,,,BLEACH追加：卍解
2466,黄煌厳霊離宮,こうこうごんりょうりきゅう,,,,,,,1,,,,,BLEACH追加：卍解
2467,逆様邪八宝塞,さかしまよこしまはっぽうふさがり,,,,,,,1,,,,,BLEACH追加：卍解
2468,白霞罸,はっかのとがめ,,,,,,,1,,,,,BLEACH追加：卍解
2469,双王蛇尾丸,そうおうざびまる,,,,,,,1,,,,,BLEACH追加：卍解
2470,鐵拳断風,てっけんたちかぜ,,,,,,,1,,,,,BLEACH追加：卍解
2471,清虫終式・閻魔蟋蟀,すずむしついしきえんまこおろぎ,,,,,,,1,,,,,BLEACH追加：卍解
2472,黒縄天譴明王,こくじょうてんげんみょうおう,,,,,,,1,,,,,BLEACH追加：卍解
2473,黒縄天譴明王・断鎧縄衣,こくじょうてんげんみょうおうだんがいじょうえ,,,,,,,1,,,,,BLEACH追加：卍解
2474,金色疋殺地蔵,こんじきあしそぎじぞう,,,,,,,1,,,,,BLEACH追加：卍解
2475,金色疋殺地蔵・魔胎伏印症体,こんじきあしそぎじぞうまたいふくいんしょうたい,,,,,,,1,,,,,BLEACH追加：卍解
2476,龍紋鬼灯丸,りゅうもんほおずきまる,,,,,,,1,,,,,BLEACH追加：卍解
2477,観音開紅姫改メ,かんのんびらきべにひめあらため,,,,,,,1,,,,,BLEACH追加：卍解
2478,花天狂骨枯松心中,かてんきょうこつからまつしんじゅう,,,,,,,1,,,,,BLEACH追加：卍解
2479,皆尽,みなづき,,,,,,,1,,,,,BLEACH追加：卍解
2480,神殺鎗,かみしにのやり,,,,,,,1,,,,,BLEACH追加：卍解
2481,真打・しら筆一文字,しんうちしらふでいちもんじ,,,,,,,1,,,,,BLEACH追加：卍解
2482,しら筆一文字,しらふでいちもんじ,,,,,,,1,,,,,BLEACH追加：卍解
2483,流刃若火,りゅうじんじゃっか,,,,,,,1,,,,,BLEACH追加：斬魄刀
2484,厳霊丸,ごんりょうまる,,,,,,,1,,,,,BLEACH追加：斬魄刀
2485,逆撫,さかなで,,,,,,,1,,,,,BLEACH追加：斬魄刀
2486,五形頭,げげつぶり,,,,,,,1,,,,,BLEACH追加：斬魄刀
2487,瑠璃色孔雀,るりいろくじゃく,,,,,,,1,,,,,BLEACH追加：斬魄刀
2488,藤孔雀,ふじくじゃく,,,,,,,1,,,,,BLEACH追加：斬魄刀
2489,天譴,てんげん,,,,,,,1,,,,,BLEACH追加：斬魄刀
2490,風死,かぜしに,,,,,,,1,,,,,BLEACH追加：斬魄刀
2491,野晒,のざらし,,,,,,,1,,,,,BLEACH追加：斬魄刀
2492,金沙羅,きんしゃら,,,,,,,1,,,,,BLEACH追加：斬魄刀
2493,金沙羅舞踏団,きんしゃらぶとうだん,,,,,,,1,,,,,BLEACH追加：卍解
2494,白帝剣,はくていけん,,,,,,,1,,,,,BLEACH追加：技
2495,殲景・千本桜景厳,せんけいせんぼんざくらかげよし,,,,,,,1,,,,,BLEACH追加：卍解派生
2496,吭景・千本桜景厳,ごうけいせんぼんざくらかげよし,,,,,,,1,,,,,BLEACH追加：卍解派生
2497,終景・白帝剣,しゅうけいはくていけん,,,,,,,1,,,,,BLEACH追加：卍解派生
2498,無月,むげつ,,,,,,,1,,,,,BLEACH追加：技
2499,最後の月牙天衝,さいごのげつがてんしょう,,,,,,,1,,,,,BLEACH追加：技
2500,月牙天衝,げつがてんしょう,,,,,,,1,,,,,BLEACH追加：技
2501,月牙十字衝,げつがじゅうじしょう,,,,,,,1,,,,,BLEACH追加：技
2502,王虚の閃光,ぐらんれいせろ,,,,,,,1,,,,,BLEACH追加：破面技
2503,虚閃,せろ,,,,,,,1,,,,,BLEACH追加：破面技
2504,黒虚閃,せろおすきゅらす,,,,,,,1,,,,,BLEACH追加：破面技
2505,十刃,えすぱーだ,,,,,,,1,,,,,BLEACH追加：十刃
2506,第0十刃,やみーりやるご|やみー,,,,,,,1,,,,,BLEACH追加：十刃の名前
2507,第1十刃,こよーてすたーく|すたーく,,,,,,,1,,,,,BLEACH追加：十刃の名前
2508,第2十刃,ばらがんるいぜんばーん,,,,,,,1,,,,,BLEACH追加：十刃の名前
2509,第3十刃,てぃあはりべる|はりべる,,,,,,,1,,,,,BLEACH追加：十刃の名前
2510,第4十刃,うるきおらしふぁー|うるきおら,,,,,,,1,,,,,BLEACH追加：十刃の名前
2511,第5十刃,のいとらじるが,,,,,,,1,,,,,BLEACH追加：十刃の名前
2512,第6十刃,ぐりむじょーじゃがーじゃっく|ぐりむじょー,,,,,,,1,,,,,BLEACH追加：十刃の名前
2513,第7十刃,ぞまりるるー,,,,,,,1,,,,,BLEACH追加：十刃の名前
2514,第8十刃,ざえるあぽろぐらんつ|ざえるあぽろ,,,,,,,1,,,,,BLEACH追加：十刃の名前
2515,第9十刃,あーろにーろあるるえり,,,,,,,1,,,,,BLEACH追加：十刃の名前
2516,元第3十刃,ねりえるとぅおーでるしゅゔぁんく|ねる,,,,,,,1,,,,,BLEACH追加：十刃の名前
2517,元十刃,ぷりばろんえすぱーだ,,,,,,,1,,,,,BLEACH追加：破面用語
2518,第103十刃落ち,どるどーにあれっさんどろでるそかっちお|どるどーに,,,,,,,1,,,,,BLEACH追加：十刃落ち
2519,第105十刃落ち,ちるっちさんだーうぃっち|ちるっち,,,,,,,1,,,,,BLEACH追加：十刃落ち
2520,第107十刃落ち,がんてんばいんもすけーだ|がんてんばいん,,,,,,,1,,,,,BLEACH追加：十刃落ち
2521,虚圏,うぇこむんど,,,,,,,1,,,,,BLEACH追加：地名
2522,虚夜宮,らすのーちぇす,,,,,,,1,,,,,BLEACH追加：地名
2523,従属官,ふらしおん,,,,,,,1,,,,,BLEACH追加：破面用語
2524,数字持ち,ぬめろす,,,,,,,1,,,,,BLEACH追加：破面用語
2525,帰刃,れすれくしおん,,,,,,,1,,,,,BLEACH追加：破面用語
2526,探査神経,ぺすきす,,,,,,,1,,,,,BLEACH追加：破面用語
2527,鋼皮,いえろ,,,,,,,1,,,,,BLEACH追加：破面用語
2528,響転,そにーど,,,,,,,1,,,,,BLEACH追加：破面用語
2529,崩玉,ほうぎょく,,,,,,,1,,,,,BLEACH追加：用語
2530,反膜,ねがしおん,,,,,,,1,,,,,BLEACH追加：用語
2531,群狼,ろすろぼす,,,,,,,1,,,,,BLEACH追加：帰刃
2532,髑髏大帝,あるろがんて,,,,,,,1,,,,,BLEACH追加：帰刃
2533,皇鮫后,てぃぶろん,,,,,,,1,,,,,BLEACH追加：帰刃
2534,黒翼大魔,むるしえらご,,,,,,,1,,,,,BLEACH追加：帰刃
2535,聖哭螳蜋,さんたてれさ,,,,,,,1,,,,,BLEACH追加：帰刃
2536,豹王,ぱんてら,,,,,,,1,,,,,BLEACH追加：帰刃
2537,呪眼僧伽,ぶるへりあ,,,,,,,1,,,,,BLEACH追加：帰刃
2538,邪淫妃,ふぉるにからす,,,,,,,1,,,,,BLEACH追加：帰刃
2539,喰虚,ぐろとねりあ,,,,,,,1,,,,,BLEACH追加：帰刃
2540,憤獣,いーら,,,,,,,1,,,,,BLEACH追加：帰刃
2541,羚騎士,がみゅーさ,,,,,,,1,,,,,BLEACH追加：帰刃
2542,暴風男爵,ひらるだ,,,,,,,1,,,,,BLEACH追加：帰刃
2543,車輪鉄燕,ごろんどりーな,,,,,,,1,,,,,BLEACH追加：帰刃
2544,龍拳,どらぐら,,,,,,,1,,,,,BLEACH追加：帰刃
2545,白雷,びゃくらい,,,,,,,1,,,,,BLEACH追加：鬼道
2546,蒼火墜,そうかつい,,,,,,,1,,,,,BLEACH追加：鬼道
2547,赤火砲,しゃっかほう,,,,,,,1,,,,,BLEACH追加：鬼道
2548,黄火閃,おうかせん,,,,,,,1,,,,,BLEACH追加：鬼道
2549,双蓮蒼火墜,そうれんそうかつい,,,,,,,1,,,,,BLEACH追加：鬼道
2550,黒棺,くろひつぎ,,,,,,,1,,,,,BLEACH追加：鬼道
2551,一刀火葬,いっとうかそう,,,,,,,1,,,,,BLEACH追加：鬼道
2552,九曜縛,くようしばり,,,,,,,1,,,,,BLEACH追加：鬼道
2553,六杖光牢,りくじょうこうろう,,,,,,,1,,,,,BLEACH追加：鬼道
2554,百歩欄干,ひゃっぽらんかん,,,,,,,1,,,,,BLEACH追加：鬼道
2555,五柱鉄貫,ごちゅうてっかん,,,,,,,1,,,,,BLEACH追加：鬼道
2556,卍禁,ばんきん,,,,,,,1,,,,,BLEACH追加：鬼道
2557,初曲・止繃,しょきょくしりゅう,,,,,,,1,,,,,BLEACH追加：鬼道
2558,弐曲・百連閂,にきょくひゃくれんさん,,,,,,,1,,,,,BLEACH追加：鬼道
2559,終曲・卍禁太封,しゅうきょくばんきんたいほう,,,,,,,1,,,,,BLEACH追加：鬼道
2560,真央霊術院,しんおうれいじゅついん,,,,,,,1,,,,,BLEACH追加：地名
2561,中央四十六室,ちゅうおうよんじゅうろくしつ,,,,,,,1,,,,,BLEACH追加：用語
2562,穿界門,せんかいもん,,,,,,,1,,,,,BLEACH追加：用語
2563,断界,だんがい,,,,,,,1,,,,,BLEACH追加：用語
2564,拘流,こうりゅう,,,,,,,1,,,,,BLEACH追加：用語
2565,拘突,こうとつ,,,,,,,1,,,,,BLEACH追加：用語
2566,地獄蝶,じごくちょう,,,,,,,1,,,,,BLEACH追加：用語
2567,義魂丸,ぎこんがん,,,,,,,1,,,,,BLEACH追加：用語
2568,義骸,ぎがい,,,,,,,1,,,,,BLEACH追加：用語
2569,改造魂魄,かいぞうこんぱく,,,,,,,1,,,,,BLEACH追加：用語
2570,魂葬,こんそう,,,,,,,1,,,,,BLEACH追加：用語
2571,魂魄,こんぱく,,,,,,,1,,,,,BLEACH追加：用語
2572,霊王,れいおう,,,,,,,1,,,,,BLEACH追加：用語
2573,霊王宮,れいおうきゅう,,,,,,,1,,,,,BLEACH追加：用語
2574,零番隊,ぜろばんたい,,,,,,,1,,,,,BLEACH追加：用語
2575,斬術,ざんじゅつ,,,,,,,1,,,,,BLEACH追加：用語
2576,白打,はくだ,,,,,,,1,,,,,BLEACH追加：用語
2577,歩法,ほほう,,,,,,,1,,,,,BLEACH追加：用語
2578,瞬歩,しゅんぽ,,,,,,,1,,,,,BLEACH追加：用語
2579,瞬閧,しゅんこう,,,,,,,1,,,,,BLEACH追加：用語
2580,無間,むけん,,,,,,,1,,,,,BLEACH追加：地名
2581,懺罪宮,せんざいきゅう,,,,,,,1,,,,,BLEACH追加：地名
2582,蛆虫の巣,うじむしのす,,,,,,,1,,,,,BLEACH追加：地名
2583,空座町,からくらちょう,,,,,,,1,,,,,BLEACH追加：地名
2584,六車拳西,むぐるまけんせい,,,,,,,1,,,,,BLEACH追加：人物
2585,鳳橋楼十郎,おおとりばしろうじゅうろう,,,,,,,1,,,,,BLEACH追加：人物
2586,愛川羅武,あいかわらぶ,,,,,,,1,,,,,BLEACH追加：人物
2587,有昭田鉢玄,うしょうだはちげん,,,,,,,1,,,,,BLEACH追加：人物
2588,矢胴丸リサ,やどうまるりさ,,,,,,,1,,,,,BLEACH追加：人物
2589,久南白,くなましろ,,,,,,,1,,,,,BLEACH追加：人物
2590,山田花太郎,やまだはなたろう,,,,,,,1,,,,,BLEACH追加：人物
2591,射場鉄左衛門,いばてつざえもん,,,,,,,1,,,,,BLEACH追加：人物
2592,志波海燕,しばかいえん,,,,,,,1,,,,,BLEACH追加：人物
2593,志波空鶴,しばくうかく,,,,,,,1,,,,,BLEACH追加：人物
2594,志波岩鷲,しばがんじゅ,,,,,,,1,,,,,BLEACH追加：人物
2595,黒崎遊子,くろさきゆず,,,,,,,1,,,,,BLEACH追加：人物
2596,黒崎夏梨,くろさきかりん,,,,,,,1,,,,,BLEACH追加：人物
2597,黒崎一勇,くろさきかずい,,,,,,,1,,,,,BLEACH追加：人物
2598,阿散井苺花,あばらいいちか,,,,,,,1,,,,,BLEACH追加：人物
2599,銀城空吾,ぎんじょうくうご,,,,,,,1,,,,,BLEACH追加：人物
2600,毒ヶ峰リルカ,どくがみねりるか,,,,,,,1,,,,,BLEACH追加：人物
2601,月島秀九郎,つきしましゅうくろう,,,,,,,1,,,,,BLEACH追加：人物
2602,沓澤ギリコ,くつざわぎりこ,,,,,,,1,,,,,BLEACH追加：人物
2603,獅子河原萌笑,ししがわらもえ,,,,,,,1,,,,,BLEACH追加：人物
2604,星十字騎士団,しゅてるんりったー,,,,,,,1,,,,,BLEACH追加：滅却師
2605,見えざる帝国,ゔぁんでんらいひ,,,,,,,1,,,,,BLEACH追加：滅却師
2606,聖文字,しゅりふと,,,,,,,1,,,,,BLEACH追加：滅却師
2607,完聖体,ふぉるしゅてんでぃっひ,,,,,,,1,,,,,BLEACH追加：滅却師
2608,滅却師完聖体,くいんしーふぉるしゅてんでぃっひ,,,,,,,1,,,,,BLEACH追加：滅却師
2609,聖別,あうすゔぇーれん,,,,,,,1,,,,,BLEACH追加：滅却師
2610,血装,ぶるーと,,,,,,,1,,,,,BLEACH追加：滅却師
2611,静血装,ぶるーとゔぇーね,,,,,,,1,,,,,BLEACH追加：滅却師
2612,動血装,ぶるーとあるてりえ,,,,,,,1,,,,,BLEACH追加：滅却師
2613,星章化,めだりおん,,,,,,,1,,,,,BLEACH追加：滅却師
2614,影の領域,しゃってんべらいひ,,,,,,,1,,,,,BLEACH追加：滅却師
2615,親衛隊,しゅっつしゅたっふぇる,,,,,,,1,,,,,BLEACH追加：滅却師
2616,聖隷,すくらヴぇらい|すくらゔぇらい,,,,,,,1,,,,,BLEACH追加：滅却師
2617,神聖滅矢,はいりっひぷふぁいる,,,,,,,1,,,,,BLEACH追加：滅却師
